,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,7.0,2.0,25.0
1,0.07345,6.833,2.9762,28.857
2,0.14689,0.238,2.9524,22.0
3,0.22034,1.071,3.8571,23.857
4,0.29379,1.095,4.9048,31.333
5,0.36723,3.524,5.5238,24.238
6,0.44068,0.429,2.0,32.429
7,0.51413,3.333,3.5,19.167
8,0.58758,4.048,4.4286,17.048
9,0.66102,4.0,6.4286,18.0
10,0.73447,27.048,19.4762,27.714
11,0.80792,39.024,30.5238,40.429
12,0.88136,103.286,47.4286,78.0
13,0.95481,149.952,69.4286,131.548
14,1.02826,149.333,68.3333,180.667
15,1.1017,109.643,44.9286,232.5
16,1.17515,53.619,35.1905,246.333
17,1.2486,26.619,21.9762,253.81
18,1.32204,19.286,23.0,253.857
19,1.39549,12.357,15.0,255.0
20,1.46894,9.905,13.4762,254.524
21,1.54239,9.0,10.0,252.5
22,1.61583,6.0,15.4762,250.714
23,1.68928,5.905,7.3571,242.881
24,1.76273,5.0,9.7143,232.571
25,1.83617,7.214,5.5952,233.071
26,1.90962,2.524,9.4762,209.714
27,1.98307,9.071,8.7143,175.0
28,2.05651,4.667,11.0,147.333
29,2.12996,3.31,11.381,113.286
30,2.20341,2.0,3.4286,99.0
31,2.27685,1.738,5.6905,96.214
32,2.3503,3.81,5.5238,63.762
33,2.42375,2.0,7.9286,65.643
34,2.4972,2.571,6.6667,50.238
35,2.57064,0.5,5.5,52.333
36,2.64409,3.429,5.7143,41.286
37,2.71754,3.524,2.0,29.071
38,2.79098,7.238,1.0,29.714
39,2.86443,0.0,2.0,23.429
40,2.93788,0.0,3.8095,14.905
41,3.01132,0.0,5.8571,16.143
42,3.08477,2.0,1.0,29.0
